user_id,movie_id,movie_title,genre,rating,timestamp
133,3,The Dark Knight,Action,4,2023-12-22 09:09:00
601,3,The Dark Knight,Action,5,2023-01-26 13:52:00
575,8,Joker,Drama,2,2023-06-26 03:20:00
706,5,The Matrix,Sci-Fi,5,2023-09-21 15:05:00
990,5,The Matrix,Sci-Fi,5,2023-01-13 07:56:00
975,10,Interstellar,Sci-Fi,1,2023-03-07 17:05:00
100,1,Inception,Sci-Fi,2,2023-09-08 15:40:00
941,7,Parasite,Thriller,5,2023-08-17 14:04:00
882,5,The Matrix,Sci-Fi,4,2023-03-02 11:48:00
536,6,Avengers: Endgame,Action,3,2023-11-04 01:13:00
969,4,Forrest Gump,Drama,1,2023-11-18 03:48:00
63,3,The Dark Knight,Action,3,2023-09-05 03:39:00
783,1,Inception,Sci-Fi,2,2023-01-23 06:51:00
269,6,Avengers: Endgame,Action,1,2023-08-20 21:32:00
285,5,The Matrix,Sci-Fi,2,2023-08-23 14:58:00
412,8,Joker,Drama,5,2023-08-21 14:01:00
386,3,The Dark Knight,Action,2,2023-02-23 21:15:00
939,1,Inception,Sci-Fi,5,2023-04-02 14:45:00
750,4,Forrest Gump,Drama,2,2023-03-28 17:21:00
481,3,The Dark Knight,Action,5,2023-04-08 10:48:00
903,8,Joker,Drama,1,2023-07-20 14:44:00
55,9,The Godfather,Crime,5,2023-01-10 08:27:00
829,6,Avengers: Endgame,Action,1,2023-11-23 01:06:00
158,6,Avengers: Endgame,Action,3,2023-08-06 03:54:00
164,2,Titanic,Romance,5,2023-09-28 11:27:00
156,10,Interstellar,Sci-Fi,1,2023-02-20 09:43:00
281,2,Titanic,Romance,3,2023-11-18 09:55:00
446,8,Joker,Drama,3,2023-04-06 08:36:00
755,3,The Dark Knight,Action,3,2023-05-04 19:20:00
16,8,Joker,Drama,3,2023-04-16 20:53:00
804,6,Avengers: Endgame,Action,2,2023-01-12 23:15:00
339,4,Forrest Gump,Drama,2,2023-09-03 05:50:00
750,6,Avengers: Endgame,Action,3,2023-06-09 03:20:00
908,4,Forrest Gump,Drama,5,2023-10-16 13:07:00
271,1,Inception,Sci-Fi,4,2023-11-11 08:41:00
766,2,Titanic,Romance,1,2023-04-25 15:10:00
167,10,Interstellar,Sci-Fi,3,2023-05-27 13:05:00
674,6,Avengers: Endgame,Action,1,2023-06-16 06:16:00
120,10,Interstellar,Sci-Fi,4,2023-02-16 02:12:00
495,3,The Dark Knight,Action,4,2023-03-21 00:35:00
33,5,The Matrix,Sci-Fi,3,2023-01-26 14:59:00
728,6,Avengers: Endgame,Action,3,2023-06-20 11:51:00
170,10,Interstellar,Sci-Fi,4,2023-07-24 18:15:00
536,4,Forrest Gump,Drama,5,2023-09-08 21:25:00
170,9,The Godfather,Crime,2,2023-01-10 06:50:00
183,3,The Dark Knight,Action,2,2023-06-13 13:21:00
91,6,Avengers: Endgame,Action,1,2023-01-14 00:34:00
265,4,Forrest Gump,Drama,1,2023-02-11 18:39:00
271,1,Inception,Sci-Fi,1,2023-11-18 16:04:00
865,2,Titanic,Romance,3,2023-01-13 03:09:00
894,1,Inception,Sci-Fi,4,2023-09-22 18:11:00
392,2,Titanic,Romance,1,2023-10-12 18:15:00
514,10,Interstellar,Sci-Fi,3,2023-06-12 13:17:00
140,3,The Dark Knight,Action,1,2023-05-28 14:14:00
564,6,Avengers: Endgame,Action,1,2023-04-05 07:59:00
890,3,The Dark Knight,Action,2,2023-11-15 01:24:00
715,7,Parasite,Thriller,5,2023-02-09 22:16:00
957,10,Interstellar,Sci-Fi,3,2023-07-21 22:26:00
613,2,Titanic,Romance,3,2023-11-17 04:13:00
351,6,Avengers: Endgame,Action,3,2023-06-25 12:12:00
515,5,The Matrix,Sci-Fi,1,2023-04-25 10:07:00
793,4,Forrest Gump,Drama,5,2023-09-26 23:29:00
364,10,Interstellar,Sci-Fi,3,2023-09-01 01:53:00
45,8,Joker,Drama,5,2023-04-16 03:12:00
930,10,Interstellar,Sci-Fi,5,2023-10-26 01:53:00
865,5,The Matrix,Sci-Fi,1,2023-08-24 15:38:00
277,1,Inception,Sci-Fi,1,2023-08-25 18:48:00
446,5,The Matrix,Sci-Fi,1,2023-04-04 06:04:00
989,2,Titanic,Romance,5,2023-11-10 15:31:00
182,5,The Matrix,Sci-Fi,4,2023-04-19 12:34:00
774,10,Interstellar,Sci-Fi,2,2023-06-08 05:16:00
409,5,The Matrix,Sci-Fi,1,2023-11-03 08:55:00
262,7,Parasite,Thriller,5,2023-10-13 05:06:00
269,4,Forrest Gump,Drama,2,2023-12-05 19:18:00
254,3,The Dark Knight,Action,5,2023-05-18 17:38:00
317,6,Avengers: Endgame,Action,2,2023-07-08 05:48:00
226,9,The Godfather,Crime,4,2023-08-24 11:11:00
472,9,The Godfather,Crime,3,2023-11-07 23:20:00
793,3,The Dark Knight,Action,3,2023-05-02 04:18:00
21,9,The Godfather,Crime,1,2023-03-21 04:21:00
294,3,The Dark Knight,Action,4,2023-12-16 17:29:00
760,9,The Godfather,Crime,2,2023-08-13 10:59:00
196,10,Interstellar,Sci-Fi,1,2023-01-23 21:24:00
759,5,The Matrix,Sci-Fi,3,2023-11-07 21:06:00
965,3,The Dark Knight,Action,3,2023-08-11 11:29:00
699,1,Inception,Sci-Fi,4,2023-04-14 11:43:00
608,1,Inception,Sci-Fi,1,2023-04-03 13:59:00
842,2,Titanic,Romance,1,2023-01-07 17:21:00
630,3,The Dark Knight,Action,4,2023-04-28 21:05:00
839,10,Interstellar,Sci-Fi,3,2023-10-26 20:44:00
112,10,Interstellar,Sci-Fi,5,2023-05-25 20:11:00
342,5,The Matrix,Sci-Fi,4,2023-07-15 17:42:00
946,10,Interstellar,Sci-Fi,5,2023-01-18 01:00:00
48,3,The Dark Knight,Action,1,2023-07-09 13:12:00
285,5,The Matrix,Sci-Fi,1,2023-09-17 04:47:00
675,6,Avengers: Endgame,Action,5,2023-03-16 01:38:00
136,7,Parasite,Thriller,2,2023-01-12 12:00:00
801,2,Titanic,Romance,2,2023-07-16 23:33:00
656,3,The Dark Knight,Action,4,2023-05-28 17:04:00
68,3,The Dark Knight,Action,3,2023-03-05 03:25:00
20,5,The Matrix,Sci-Fi,2,2023-04-22 07:16:00
707,6,Avengers: Endgame,Action,5,2023-02-23 14:52:00
368,5,The Matrix,Sci-Fi,2,2023-01-25 20:06:00
435,6,Avengers: Endgame,Action,3,2023-02-16 22:21:00
619,4,Forrest Gump,Drama,5,2023-01-22 04:35:00
783,10,Interstellar,Sci-Fi,2,2023-07-07 07:49:00
525,2,Titanic,Romance,2,2023-12-10 16:51:00
589,7,Parasite,Thriller,1,2023-05-03 16:48:00
513,6,Avengers: Endgame,Action,4,2023-10-11 19:24:00
199,6,Avengers: Endgame,Action,1,2023-08-03 01:50:00
175,2,Titanic,Romance,3,2023-12-15 00:16:00
619,1,Inception,Sci-Fi,1,2023-02-08 14:43:00
665,2,Titanic,Romance,1,2023-07-04 07:11:00
961,6,Avengers: Endgame,Action,4,2023-08-19 08:48:00
262,1,Inception,Sci-Fi,3,2023-09-26 02:58:00
520,6,Avengers: Endgame,Action,3,2023-03-14 07:01:00
525,8,Joker,Drama,5,2023-03-11 08:53:00
120,4,Forrest Gump,Drama,1,2023-12-05 18:14:00
816,3,The Dark Knight,Action,5,2023-02-22 02:43:00
835,4,Forrest Gump,Drama,2,2023-11-14 09:45:00
728,5,The Matrix,Sci-Fi,1,2023-12-28 00:53:00
918,5,The Matrix,Sci-Fi,3,2023-09-07 08:59:00
121,8,Joker,Drama,3,2023-06-24 19:55:00
524,5,The Matrix,Sci-Fi,2,2023-03-25 06:34:00
773,2,Titanic,Romance,5,2023-10-04 03:55:00
107,2,Titanic,Romance,5,2023-05-16 15:23:00
893,6,Avengers: Endgame,Action,5,2023-07-25 20:58:00
347,3,The Dark Knight,Action,2,2023-09-03 11:51:00
754,7,Parasite,Thriller,4,2023-05-04 08:23:00
95,1,Inception,Sci-Fi,3,2023-09-01 11:02:00
395,2,Titanic,Romance,3,2023-06-21 09:10:00
790,8,Joker,Drama,4,2023-02-16 11:27:00
967,9,The Godfather,Crime,5,2023-07-13 00:12:00
772,10,Interstellar,Sci-Fi,3,2023-05-17 21:51:00
659,4,Forrest Gump,Drama,3,2023-04-17 14:06:00
185,4,Forrest Gump,Drama,3,2023-02-26 01:33:00
885,1,Inception,Sci-Fi,2,2023-10-21 03:15:00
308,6,Avengers: Endgame,Action,5,2023-07-27 03:45:00
821,1,Inception,Sci-Fi,2,2023-02-19 05:08:00
291,7,Parasite,Thriller,2,2023-09-21 06:01:00
413,1,Inception,Sci-Fi,4,2023-06-21 01:22:00
171,9,The Godfather,Crime,3,2023-11-03 18:15:00
916,9,The Godfather,Crime,4,2023-02-25 14:49:00
493,1,Inception,Sci-Fi,3,2023-07-16 04:18:00
349,6,Avengers: Endgame,Action,1,2023-01-27 14:49:00
681,5,The Matrix,Sci-Fi,2,2023-04-06 03:06:00
146,6,Avengers: Endgame,Action,2,2023-06-11 04:24:00
470,9,The Godfather,Crime,3,2023-06-03 07:03:00
651,4,Forrest Gump,Drama,1,2023-06-07 06:44:00
315,5,The Matrix,Sci-Fi,3,2023-07-05 10:10:00
525,8,Joker,Drama,2,2023-10-09 11:21:00
304,6,Avengers: Endgame,Action,5,2023-11-17 22:37:00
765,6,Avengers: Endgame,Action,1,2023-04-15 09:20:00
286,7,Parasite,Thriller,4,2023-06-21 11:23:00
578,9,The Godfather,Crime,2,2023-02-02 22:42:00
529,7,Parasite,Thriller,4,2023-12-12 06:16:00
641,10,Interstellar,Sci-Fi,2,2023-01-18 10:13:00
352,1,Inception,Sci-Fi,3,2023-06-05 12:17:00
666,6,Avengers: Endgame,Action,5,2023-12-23 11:50:00
181,6,Avengers: Endgame,Action,2,2023-09-17 11:27:00
962,7,Parasite,Thriller,4,2023-08-08 09:19:00
761,2,Titanic,Romance,3,2023-03-08 22:25:00
669,10,Interstellar,Sci-Fi,1,2023-09-13 15:04:00
405,8,Joker,Drama,2,2023-02-20 01:12:00
72,5,The Matrix,Sci-Fi,4,2023-03-17 22:57:00
569,8,Joker,Drama,3,2023-07-09 02:31:00
332,10,Interstellar,Sci-Fi,1,2023-10-02 23:17:00
255,6,Avengers: Endgame,Action,1,2023-05-02 19:02:00
884,1,Inception,Sci-Fi,1,2023-06-05 22:19:00
953,1,Inception,Sci-Fi,3,2023-02-15 00:14:00
650,10,Interstellar,Sci-Fi,5,2023-11-24 14:28:00
882,10,Interstellar,Sci-Fi,4,2023-12-26 17:47:00
197,7,Parasite,Thriller,1,2023-03-02 19:00:00
137,4,Forrest Gump,Drama,1,2023-09-17 03:04:00
610,3,The Dark Knight,Action,4,2023-03-06 12:08:00
36,4,Forrest Gump,Drama,3,2023-02-26 15:18:00
97,7,Parasite,Thriller,3,2023-05-11 17:13:00
701,8,Joker,Drama,5,2023-06-15 16:21:00
163,3,The Dark Knight,Action,1,2023-12-05 21:22:00
14,2,Titanic,Romance,4,2023-11-24 02:32:00
607,6,Avengers: Endgame,Action,3,2023-07-25 15:00:00
100,6,Avengers: Endgame,Action,1,2023-03-01 01:03:00
810,8,Joker,Drama,2,2023-05-25 16:20:00
407,3,The Dark Knight,Action,3,2023-11-11 00:49:00
845,10,Interstellar,Sci-Fi,3,2023-01-21 22:57:00
12,1,Inception,Sci-Fi,3,2023-04-14 22:11:00
743,8,Joker,Drama,4,2023-06-06 13:24:00
289,2,Titanic,Romance,3,2023-08-04 16:22:00
182,6,Avengers: Endgame,Action,2,2023-10-22 01:50:00
58,7,Parasite,Thriller,3,2023-03-14 23:06:00
357,5,The Matrix,Sci-Fi,5,2023-06-08 23:51:00
440,8,Joker,Drama,3,2023-03-28 15:15:00
702,7,Parasite,Thriller,5,2023-01-06 08:49:00
17,3,The Dark Knight,Action,1,2023-01-18 04:57:00
447,6,Avengers: Endgame,Action,1,2023-04-12 21:41:00
727,7,Parasite,Thriller,3,2023-10-16 01:32:00
914,1,Inception,Sci-Fi,2,2023-09-19 18:42:00
801,5,The Matrix,Sci-Fi,3,2023-11-09 03:56:00
32,4,Forrest Gump,Drama,2,2023-01-19 11:03:00
684,9,The Godfather,Crime,3,2023-10-12 17:53:00
78,2,Titanic,Romance,4,2023-08-17 20:00:00
72,5,The Matrix,Sci-Fi,1,2023-10-06 11:23:00
565,1,Inception,Sci-Fi,3,2023-07-15 19:22:00
846,4,Forrest Gump,Drama,2,2023-07-21 10:22:00
386,8,Joker,Drama,4,2023-08-17 22:00:00
677,6,Avengers: Endgame,Action,2,2023-08-11 23:26:00
35,10,Interstellar,Sci-Fi,2,2023-07-20 01:37:00
77,1,Inception,Sci-Fi,1,2023-11-12 05:21:00
54,9,The Godfather,Crime,4,2023-08-05 08:44:00
145,1,Inception,Sci-Fi,4,2023-08-15 21:07:00
623,1,Inception,Sci-Fi,4,2023-03-18 19:05:00
320,10,Interstellar,Sci-Fi,1,2023-07-24 03:21:00
448,10,Interstellar,Sci-Fi,4,2023-10-07 19:44:00
356,8,Joker,Drama,2,2023-05-14 20:43:00
58,5,The Matrix,Sci-Fi,4,2023-12-09 14:23:00
75,2,Titanic,Romance,3,2023-02-26 14:55:00
381,9,The Godfather,Crime,3,2023-05-02 18:21:00
432,8,Joker,Drama,5,2023-05-17 06:59:00
136,7,Parasite,Thriller,3,2023-10-15 19:00:00
529,10,Interstellar,Sci-Fi,5,2023-09-11 05:36:00
378,10,Interstellar,Sci-Fi,5,2023-09-14 13:14:00
947,7,Parasite,Thriller,5,2023-07-17 04:37:00
762,7,Parasite,Thriller,4,2023-07-09 20:00:00
354,6,Avengers: Endgame,Action,1,2023-01-16 05:22:00
3,10,Interstellar,Sci-Fi,4,2023-07-15 08:08:00
30,8,Joker,Drama,5,2023-08-26 07:14:00
966,7,Parasite,Thriller,5,2023-06-22 03:47:00
189,6,Avengers: Endgame,Action,1,2023-06-25 01:18:00
977,1,Inception,Sci-Fi,4,2023-01-03 17:05:00
168,2,Titanic,Romance,4,2023-02-03 11:14:00
777,3,The Dark Knight,Action,2,2023-02-17 10:02:00
268,8,Joker,Drama,1,2023-03-11 14:55:00
883,4,Forrest Gump,Drama,5,2023-11-22 09:22:00
512,5,The Matrix,Sci-Fi,5,2023-05-02 11:17:00
880,8,Joker,Drama,4,2023-02-17 21:25:00
17,10,Interstellar,Sci-Fi,1,2023-05-21 14:51:00
40,9,The Godfather,Crime,1,2023-09-14 05:24:00
977,9,The Godfather,Crime,4,2023-04-28 06:17:00
582,4,Forrest Gump,Drama,4,2023-05-26 11:12:00
807,9,The Godfather,Crime,2,2023-09-05 00:35:00
433,5,The Matrix,Sci-Fi,5,2023-01-09 15:19:00
251,7,Parasite,Thriller,3,2023-04-26 22:25:00
444,7,Parasite,Thriller,1,2023-03-20 15:52:00
415,10,Interstellar,Sci-Fi,3,2023-07-20 21:43:00
425,3,The Dark Knight,Action,1,2023-05-13 18:09:00
3,10,Interstellar,Sci-Fi,3,2023-12-22 11:59:00
780,2,Titanic,Romance,3,2023-07-23 21:49:00
625,4,Forrest Gump,Drama,5,2023-08-10 02:57:00
476,9,The Godfather,Crime,3,2023-05-27 19:31:00
624,6,Avengers: Endgame,Action,4,2023-06-28 15:45:00
337,4,Forrest Gump,Drama,1,2023-03-18 05:11:00
65,9,The Godfather,Crime,4,2023-04-06 11:56:00
757,4,Forrest Gump,Drama,3,2023-11-05 16:15:00
480,3,The Dark Knight,Action,1,2023-08-20 17:13:00
838,8,Joker,Drama,2,2023-06-09 23:40:00
571,7,Parasite,Thriller,5,2023-10-01 19:17:00
478,8,Joker,Drama,4,2023-11-06 06:36:00
829,8,Joker,Drama,5,2023-06-25 06:31:00
435,5,The Matrix,Sci-Fi,5,2023-12-26 02:31:00
665,7,Parasite,Thriller,1,2023-07-20 08:06:00
379,2,Titanic,Romance,3,2023-09-21 19:27:00
601,4,Forrest Gump,Drama,5,2023-02-28 12:22:00
179,3,The Dark Knight,Action,5,2023-05-01 00:11:00
292,5,The Matrix,Sci-Fi,1,2023-04-06 08:05:00
65,6,Avengers: Endgame,Action,2,2023-12-22 07:56:00
150,1,Inception,Sci-Fi,3,2023-03-26 02:35:00
146,4,Forrest Gump,Drama,5,2023-08-18 13:06:00
892,7,Parasite,Thriller,2,2023-11-17 07:09:00
497,10,Interstellar,Sci-Fi,2,2023-10-11 23:05:00
668,8,Joker,Drama,1,2023-08-12 05:56:00
90,8,Joker,Drama,2,2023-11-21 13:28:00
673,3,The Dark Knight,Action,1,2023-08-26 13:32:00
748,2,Titanic,Romance,1,2023-06-03 21:05:00
164,3,The Dark Knight,Action,2,2023-09-08 04:36:00
185,7,Parasite,Thriller,2,2023-02-17 06:59:00
447,1,Inception,Sci-Fi,5,2023-02-24 16:38:00
502,2,Titanic,Romance,4,2023-06-14 07:22:00
895,7,Parasite,Thriller,1,2023-08-20 05:03:00
698,6,Avengers: Endgame,Action,3,2023-05-14 11:43:00
923,9,The Godfather,Crime,2,2023-06-03 13:56:00
30,6,Avengers: Endgame,Action,2,2023-04-06 00:39:00
442,5,The Matrix,Sci-Fi,1,2023-12-26 01:50:00
54,6,Avengers: Endgame,Action,4,2023-07-15 21:49:00
663,5,The Matrix,Sci-Fi,5,2023-03-18 00:05:00
676,5,The Matrix,Sci-Fi,1,2023-09-16 08:39:00
83,3,The Dark Knight,Action,5,2023-11-03 08:35:00
311,7,Parasite,Thriller,2,2023-06-01 11:15:00
510,3,The Dark Knight,Action,3,2023-10-21 19:05:00
737,6,Avengers: Endgame,Action,3,2023-01-05 01:33:00
186,9,The Godfather,Crime,2,2023-01-10 17:43:00
283,3,The Dark Knight,Action,2,2023-05-26 19:13:00
392,1,Inception,Sci-Fi,5,2023-05-14 03:06:00
814,9,The Godfather,Crime,4,2023-09-21 03:05:00
638,4,Forrest Gump,Drama,2,2023-06-27 08:19:00
561,2,Titanic,Romance,1,2023-08-13 06:08:00
597,8,Joker,Drama,5,2023-06-23 20:58:00
483,1,Inception,Sci-Fi,1,2023-12-06 18:00:00
712,4,Forrest Gump,Drama,1,2023-10-27 11:01:00
844,10,Interstellar,Sci-Fi,2,2023-12-23 21:19:00
598,1,Inception,Sci-Fi,3,2023-12-17 07:14:00
923,2,Titanic,Romance,3,2023-07-06 08:16:00
140,3,The Dark Knight,Action,2,2023-09-21 06:31:00
785,7,Parasite,Thriller,2,2023-12-04 09:43:00
758,2,Titanic,Romance,2,2023-12-08 09:01:00
782,9,The Godfather,Crime,5,2023-02-18 23:41:00
322,8,Joker,Drama,2,2023-09-17 20:56:00
387,5,The Matrix,Sci-Fi,1,2023-05-24 08:23:00
354,2,Titanic,Romance,1,2023-04-02 21:08:00
408,9,The Godfather,Crime,5,2023-11-13 11:52:00
965,1,Inception,Sci-Fi,2,2023-02-18 17:43:00
971,4,Forrest Gump,Drama,2,2023-07-13 21:44:00
860,2,Titanic,Romance,3,2023-09-08 17:14:00
992,9,The Godfather,Crime,4,2023-05-19 04:59:00
115,5,The Matrix,Sci-Fi,1,2023-09-25 01:46:00
902,4,Forrest Gump,Drama,2,2023-11-06 16:23:00
884,3,The Dark Knight,Action,1,2023-09-01 22:15:00
645,5,The Matrix,Sci-Fi,4,2023-06-22 21:49:00
218,3,The Dark Knight,Action,3,2023-11-15 22:42:00
175,9,The Godfather,Crime,3,2023-11-07 11:19:00
828,8,Joker,Drama,3,2023-04-23 08:35:00
82,5,The Matrix,Sci-Fi,1,2023-11-18 19:06:00
315,10,Interstellar,Sci-Fi,1,2023-09-26 08:16:00
172,4,Forrest Gump,Drama,5,2023-08-08 10:12:00
516,6,Avengers: Endgame,Action,1,2023-12-18 04:20:00
273,10,Interstellar,Sci-Fi,4,2023-10-18 05:43:00
513,7,Parasite,Thriller,5,2023-11-02 00:01:00
967,6,Avengers: Endgame,Action,3,2023-09-17 05:00:00
175,4,Forrest Gump,Drama,2,2023-08-06 12:09:00
637,7,Parasite,Thriller,1,2023-01-05 04:49:00
665,8,Joker,Drama,1,2023-01-06 11:49:00
807,4,Forrest Gump,Drama,1,2023-05-18 08:32:00
302,5,The Matrix,Sci-Fi,3,2023-08-02 02:55:00
135,6,Avengers: Endgame,Action,1,2023-04-19 23:35:00
197,9,The Godfather,Crime,2,2023-09-12 22:36:00
401,10,Interstellar,Sci-Fi,3,2023-03-20 18:03:00
888,8,Joker,Drama,5,2023-01-15 10:56:00
99,5,The Matrix,Sci-Fi,2,2023-12-17 16:10:00
706,1,Inception,Sci-Fi,1,2023-02-19 20:43:00
836,9,The Godfather,Crime,5,2023-07-18 00:27:00
431,9,The Godfather,Crime,5,2023-06-14 13:07:00
510,6,Avengers: Endgame,Action,4,2023-12-19 15:10:00
433,3,The Dark Knight,Action,5,2023-03-22 17:24:00
50,9,The Godfather,Crime,4,2023-01-16 02:14:00
907,8,Joker,Drama,2,2023-11-07 07:40:00
80,5,The Matrix,Sci-Fi,4,2023-10-04 11:53:00
472,6,Avengers: Endgame,Action,2,2023-10-07 16:58:00
647,3,The Dark Knight,Action,5,2023-03-04 16:15:00
84,6,Avengers: Endgame,Action,5,2023-06-19 17:06:00
725,4,Forrest Gump,Drama,5,2023-10-09 16:40:00
534,2,Titanic,Romance,5,2023-03-25 10:29:00
461,5,The Matrix,Sci-Fi,1,2023-07-16 14:01:00
819,10,Interstellar,Sci-Fi,5,2023-07-22 07:10:00
49,6,Avengers: Endgame,Action,3,2023-03-09 01:09:00
927,9,The Godfather,Crime,1,2023-05-10 03:21:00
153,5,The Matrix,Sci-Fi,3,2023-01-26 11:32:00
417,8,Joker,Drama,1,2023-09-26 01:32:00
524,9,The Godfather,Crime,1,2023-04-01 16:59:00
161,3,The Dark Knight,Action,5,2023-12-17 14:34:00
765,2,Titanic,Romance,1,2023-07-02 12:00:00
128,6,Avengers: Endgame,Action,2,2023-06-09 00:49:00
130,10,Interstellar,Sci-Fi,3,2023-03-11 04:52:00
681,2,Titanic,Romance,2,2023-03-19 18:19:00
747,10,Interstellar,Sci-Fi,4,2023-07-16 16:14:00
116,5,The Matrix,Sci-Fi,1,2023-05-19 23:33:00
558,8,Joker,Drama,5,2023-02-28 02:03:00
594,6,Avengers: Endgame,Action,1,2023-03-19 10:34:00
925,4,Forrest Gump,Drama,4,2023-03-25 12:29:00
773,6,Avengers: Endgame,Action,4,2023-11-26 05:48:00
207,1,Inception,Sci-Fi,1,2023-03-21 10:34:00
124,5,The Matrix,Sci-Fi,5,2023-09-06 05:00:00
473,1,Inception,Sci-Fi,3,2023-04-24 09:06:00
947,6,Avengers: Endgame,Action,2,2023-01-25 11:22:00
489,1,Inception,Sci-Fi,3,2023-08-14 07:04:00
150,4,Forrest Gump,Drama,4,2023-07-20 11:19:00
77,9,The Godfather,Crime,2,2023-12-20 09:45:00
966,6,Avengers: Endgame,Action,5,2023-03-27 02:23:00
767,3,The Dark Knight,Action,5,2023-12-26 18:30:00
133,9,The Godfather,Crime,2,2023-08-25 14:23:00
98,3,The Dark Knight,Action,1,2023-07-24 14:17:00
708,7,Parasite,Thriller,4,2023-06-22 09:24:00
658,3,The Dark Knight,Action,2,2023-11-06 04:47:00
143,5,The Matrix,Sci-Fi,5,2023-01-05 19:20:00
784,9,The Godfather,Crime,4,2023-12-21 09:09:00
422,9,The Godfather,Crime,3,2023-10-08 17:27:00
294,9,The Godfather,Crime,4,2023-10-27 04:49:00
855,4,Forrest Gump,Drama,5,2023-07-02 20:14:00
902,4,Forrest Gump,Drama,4,2023-11-20 18:32:00
762,7,Parasite,Thriller,5,2023-10-13 05:06:00
160,1,Inception,Sci-Fi,4,2023-02-14 00:31:00
967,9,The Godfather,Crime,5,2023-08-02 23:46:00
576,10,Interstellar,Sci-Fi,1,2023-12-24 12:00:00
771,5,The Matrix,Sci-Fi,1,2023-06-13 16:39:00
711,5,The Matrix,Sci-Fi,4,2023-07-09 09:43:00
234,1,Inception,Sci-Fi,1,2023-09-16 07:44:00
133,10,Interstellar,Sci-Fi,1,2023-04-09 02:57:00
429,10,Interstellar,Sci-Fi,3,2023-12-11 12:19:00
170,4,Forrest Gump,Drama,1,2023-12-17 01:48:00
454,9,The Godfather,Crime,5,2023-02-22 16:27:00
604,7,Parasite,Thriller,5,2023-10-18 14:06:00
656,3,The Dark Knight,Action,3,2023-09-18 18:49:00
739,8,Joker,Drama,2,2023-10-19 05:27:00
874,8,Joker,Drama,4,2023-08-18 23:22:00
55,9,The Godfather,Crime,3,2023-08-14 17:52:00
84,7,Parasite,Thriller,5,2023-01-17 20:51:00
865,1,Inception,Sci-Fi,5,2023-09-17 03:32:00
400,10,Interstellar,Sci-Fi,4,2023-10-05 06:37:00
838,1,Inception,Sci-Fi,3,2023-06-23 12:47:00
902,7,Parasite,Thriller,4,2023-11-13 04:34:00
849,2,Titanic,Romance,2,2023-05-08 19:23:00
202,6,Avengers: Endgame,Action,4,2023-09-15 22:58:00
598,5,The Matrix,Sci-Fi,5,2023-11-19 16:00:00
206,1,Inception,Sci-Fi,1,2023-01-13 08:41:00
733,8,Joker,Drama,4,2023-09-04 12:26:00
409,8,Joker,Drama,5,2023-08-24 23:38:00
599,5,The Matrix,Sci-Fi,1,2023-04-23 10:58:00
794,6,Avengers: Endgame,Action,5,2023-11-11 18:00:00
